Corrected_Mean,FORECAST,STD,L95,U95,RESIDUAL,,,,,
0.992,,,,,,,,Date,Actual Height,Forecasted Height
0.942,0.94185898,0.00602437,0.930051433,0.953666528,0.00014102,,,,,
0.942,0.941894242,0.00602437,0.930086695,0.953701789,0.000105758,,,,,
0.942,0.941952386,0.00602437,0.930144839,0.953759934,4.76139E-05,,,,,
0.942,0.942000529,0.00602437,0.930192982,0.953808077,-5.29E-07,,,,,
0.942,0.942014369,0.00602437,0.930206822,0.953821917,-0.000014369,,,,,
0.942,0.942013139,0.00602437,0.930205592,0.953820687,-0.000013139,,,,,
0.942,0.9419627,0.00602437,0.930155153,0.953770248,3.72998E-05,,,,,
0.942,0.941930622,0.00602437,0.930123075,0.95373817,6.93776E-05,,,,,
0.942,0.941928999,0.00602437,0.930121451,0.953736546,7.10015E-05,,,,,
0.942,0.94196625,0.00602437,0.930158703,0.953773798,3.37496E-05,,,,,
0.942,0.941995354,0.00602437,0.930187806,0.953802901,4.65E-06,,,,,
0.942,0.941990429,0.00602437,0.930182882,0.953797977,9.57E-06,,,,,
0.942,0.941970346,0.00602437,0.930162799,0.953777894,2.96539E-05,,,,,
0.942,0.941955868,0.00602437,0.930148321,0.953763416,0.000044132,,,,,
0.942,0.941953918,0.00602437,0.93014637,0.953761465,4.60822E-05,,,,,
0.942,0.941960133,0.00602437,0.930152585,0.95376768,3.98674E-05,,,,,
0.942,0.941969078,0.00602437,0.93016153,0.953776625,3.09221E-05,,,,,
0.942,0.941975991,0.00602437,0.930168443,0.953783538,2.40094E-05,,,,,
0.942,0.941976103,0.00602437,0.930168556,0.953783651,2.38968E-05,,,,,
0.952,0.941970136,0.00602437,0.930162588,0.953777683,0.010029865,,,,,
0.952,0.958805715,0.00602437,0.946998168,0.970613263,-0.006805715,,,,,
0.952,0.954092261,0.00602437,0.942284713,0.965899808,-0.002092261,,,,,
0.952,0.951202527,0.00602437,0.939394979,0.963010074,0.000797473,,,,,
0.952,0.951490001,0.00602437,0.939682454,0.963297549,0.000509999,,,,,
0.952,0.952075855,0.00602437,0.940268308,0.963883403,-0.000075855,,,,,
0.952,0.952085549,0.00602437,0.940278002,0.963893096,-0.000085549,,,,,
0.952,0.951953251,0.00602437,0.940145704,0.963760799,4.67489E-05,,,,,
0.952,0.952172454,0.00602437,0.940364907,0.963980002,-0.000172454,,,,,
0.952,0.952053544,0.00602437,0.940245996,0.963861091,-0.000053543,,,,,
0.952,0.952078227,0.00602437,0.94027068,0.963885775,-0.000078227,,,,,
0.952,0.952274758,0.00602437,0.940467211,0.964082306,-0.000274758,,,,,
0.952,0.951821753,0.00602437,0.940014205,0.9636293,0.000178247,,,,,
0.952,0.951811698,0.00602437,0.940004151,0.963619246,0.000188302,,,,,
0.952,0.951616179,0.00602437,0.939808632,0.963423727,0.000383821,,,,,
0.952,0.952162745,0.00602437,0.940355197,0.963970292,-0.000162745,,,,,
0.952,0.952294827,0.00602437,0.94048728,0.964102375,-0.000294827,,,,,
0.952,0.952051757,0.00602437,0.940244209,0.963859304,-0.000051757,,,,,
0.952,0.951864074,0.00602437,0.940056526,0.963671621,0.000135927,,,,,
0.952,0.951812132,0.00602437,0.940004584,0.963619679,0.000187868,,,,,
0.952,0.951835057,0.00602437,0.940027509,0.963642604,0.000164944,,,,,
0.952,0.951869883,0.00602437,0.940062335,0.96367743,0.000130118,,,,,
0.952,0.951926926,0.00602437,0.940119379,0.963734474,7.30736E-05,,,,,
0.952,0.951974314,0.00602437,0.940166766,0.963781861,2.56863E-05,,,,,
0.942,0.951988241,0.00602437,0.940180694,0.963795789,-0.009988241,,,,,
0.942,0.935142219,0.00602437,0.923334672,0.946949767,0.006857781,,,,,
0.942,0.939798621,0.00602437,0.927991074,0.951606168,0.002201379,,,,,
0.942,0.942655779,0.00602437,0.930848232,0.954463327,-0.000655779,,,,,
0.942,0.94237123,0.00602437,0.930563683,0.954178778,-0.00037123,,,,,
0.942,0.941827345,0.00602437,0.930019797,0.953634892,0.000172656,,,,,
0.942,0.941847677,0.00602437,0.93004013,0.953655225,0.000152323,,,,,
0.942,0.941972416,0.00602437,0.930164869,0.953779964,2.75837E-05,,,,,
0.942,0.941729519,0.00602437,0.929921971,0.953537066,0.000270481,,,,,
0.942,0.941831549,0.00602437,0.930024002,0.953639096,0.000168451,,,,,
0.942,0.941804317,0.00602437,0.929996769,0.953611864,0.000195684,,,,,
0.942,0.941614576,0.00602437,0.929807029,0.953422124,0.000385424,,,,,
0.942,0.942077267,0.00602437,0.930269719,0.953884814,-0.000077267,,,,,
0.942,0.942094228,0.00602437,0.93028668,0.953901775,-0.000094228,,,,,
0.942,0.942288869,0.00602437,0.930481321,0.954096416,-0.000288869,,,,,
0.942,0.941734762,0.00602437,0.929927215,0.95354231,0.000265238,,,,,
0.942,0.941591393,0.00602437,0.929783845,0.95339894,0.000408607,,,,,
0.942,0.941826492,0.00602437,0.930018945,0.95363404,0.000173508,,,,,
0.942,0.94201343,0.00602437,0.930205883,0.953820978,-0.00001343,,,,,
0.942,0.94207031,0.00602437,0.930262763,0.953877858,-0.00007031,,,,,
0.942,0.942052331,0.00602437,0.930244783,0.953859878,-0.000052331,,,,,
0.942,0.942018005,0.00602437,0.930210457,0.953825552,-0.000018004,,,,,
0.932,0.941957282,0.00602437,0.930149735,0.95376483,-0.009957282,,,,,
0.932,0.925059496,0.00602437,0.913251948,0.936867043,0.006940504,,,,,
0.932,0.929748143,0.00602437,0.917940595,0.94155569,0.002251858,,,,,
0.932,0.932636261,0.00602437,0.920828714,0.944443809,-0.000636261,,,,,
0.932,0.932403424,0.00602437,0.920595876,0.944210971,-0.000403424,,,,,
0.932,0.931854995,0.00602437,0.920047447,0.943662542,0.000145006,,,,,
0.932,0.931848047,0.00602437,0.9200405,0.943655595,0.000151953,,,,,
0.932,0.931939415,0.00602437,0.920131868,0.943746963,6.05848E-05,,,,,
0.932,0.931685328,0.00602437,0.919877781,0.943492875,0.000314672,,,,,
0.932,0.93180438,0.00602437,0.919996832,0.943611927,0.000195621,,,,,
0.932,0.931797505,0.00602437,0.919989957,0.943605052,0.000202495,,,,,
0.932,0.931615278,0.00602437,0.919807731,0.943422826,0.000384722,,,,,
0.932,0.93207063,0.00602437,0.920263082,0.943878177,-0.000070629,,,,,
0.932,0.932073797,0.00602437,0.92026625,0.943881345,-0.000073797,,,,,
0.932,0.932258052,0.00602437,0.920450505,0.9440656,-0.000258052,,,,,
0.932,0.931701192,0.00602437,0.919893645,0.94350874,0.000298808,,,,,
0.932,0.931565794,0.00602437,0.919758247,0.943373342,0.000434206,,,,,
0.932,0.931812738,0.00602437,0.920005191,0.943620286,0.000187262,,,,,
0.932,0.932009365,0.00602437,0.920201818,0.943816913,-9.37E-06,,,,,
0.932,0.932068046,0.00602437,0.920260499,0.943875594,-0.000068046,,,,,
0.932,0.932044787,0.00602437,0.92023724,0.943852335,-0.000044787,,,,,
0.932,0.932003167,0.00602437,0.920195619,0.943810714,-3.17E-06,,,,,
0.932,0.931938264,0.00602437,0.920130717,0.943745812,6.17357E-05,,,,,
0.932,0.931886864,0.00602437,0.920079317,0.943694412,0.000113136,,,,,
0.932,0.931873244,0.00602437,0.920065696,0.943680791,0.000126756,,,,,
0.922,0.931875885,0.00602437,0.920068338,0.943683433,-0.009875885,,,,,
0.922,0.915081334,0.00602437,0.903273787,0.926888882,0.006918666,,,,,
0.922,0.919818381,0.00602437,0.908010833,0.931625928,0.002181619,,,,,
0.922,0.922706619,0.00602437,0.910899071,0.934514166,-0.000706619,,,,,
0.922,0.922384107,0.00602437,0.91057656,0.934191655,-0.000384107,,,,,
0.922,0.921772513,0.00602437,0.909964965,0.93358006,0.000227488,,,,,
0.922,0.921768197,0.00602437,0.90996065,0.933575745,0.000231803,,,,,
0.922,0.921917719,0.00602437,0.910110172,0.933725267,0.000082281,,,,,
0.922,0.92170861,0.00602437,0.909901062,0.933516157,0.000291391,,,,,
0.922,0.9218254,0.00602437,0.910017853,0.933632948,0.0001746,,,,,
0.922,0.92179168,0.00602437,0.909984133,0.933599228,0.00020832,,,,,
0.922,0.921584712,0.00602437,0.909777164,0.933392259,0.000415288,,,,,
0.922,0.922030138,0.00602437,0.910222591,0.933837685,-0.000030138,,,,,
0.922,0.922039292,0.00602437,0.910231745,0.93384684,-0.000039292,,,,,
0.922,0.922239202,0.00602437,0.910431655,0.93404675,-0.000239202,,,,,
0.922,0.921700173,0.00602437,0.909892626,0.933507721,0.000299827,,,,,
0.922,0.921572909,0.00602437,0.909765361,0.933380456,0.000427091,,,,,
0.922,0.92181476,0.00602437,0.910007213,0.933622308,0.00018524,,,,,
0.922,0.921996276,0.00602437,0.910188728,0.933803823,3.72E-06,,,,,
0.922,0.922041788,0.00602437,0.91023424,0.933849335,-0.000041788,,,,,
0.922,0.922015977,0.00602437,0.910208429,0.933823524,-0.000015977,,,,,
0.922,0.921981653,0.00602437,0.910174106,0.933789201,1.83469E-05,,,,,
0.922,0.921926123,0.00602437,0.910118575,0.93373367,7.38772E-05,,,,,
0.922,0.921879197,0.00602437,0.91007165,0.933686744,0.000120803,,,,,
0.922,0.921864069,0.00602437,0.910056521,0.933671616,0.000135931,,,,,
0.922,0.921862264,0.00602437,0.910054717,0.933669812,0.000137736,,,,,
0.922,0.921909429,0.00602437,0.910101882,0.933716977,9.05706E-05,,,,,
0.922,0.921939346,0.00602437,0.910131799,0.933746894,6.06537E-05,,,,,
0.922,0.921940279,0.00602437,0.910132731,0.933747826,5.97215E-05,,,,,
0.922,0.921903203,0.00602437,0.910095656,0.933710751,9.67967E-05,,,,,
0.922,0.921874009,0.00602437,0.910066461,0.933681556,0.000125991,,,,,
0.922,0.921877761,0.00602437,0.910070214,0.933685308,0.000122239,,,,,
0.922,0.921895664,0.00602437,0.910088117,0.933703212,0.000104336,,,,,
0.922,0.921907749,0.00602437,0.910100202,0.933715297,0.000092251,,,,,
0.922,0.921907916,0.00602437,0.910100368,0.933715463,9.20844E-05,,,,,
0.922,0.921900766,0.00602437,0.910093219,0.933708314,9.92337E-05,,,,,
0.922,0.921891365,0.00602437,0.910083817,0.933698912,0.000108635,,,,,
0.922,0.921883898,0.00602437,0.91007635,0.933691445,0.000116102,,,,,
0.922,0.921882767,0.00602437,0.91007522,0.933690315,0.000117233,,,,,
0.922,0.921887261,0.00602437,0.910079714,0.933694809,0.000112739,,,,,
0.922,0.921895538,0.00602437,0.91008799,0.933703085,0.000104462,,,,,
0.922,0.921901421,0.00602437,0.910093874,0.933708969,9.85787E-05,,,,,
0.922,0.921901072,0.00602437,0.910093525,0.93370862,9.89277E-05,,,,,
0.922,0.921895365,0.00602437,0.910087817,0.933702912,0.000104635,,,,,
0.922,0.92188919,0.00602437,0.910081643,0.933696738,0.00011081,,,,,
0.922,0.921886703,0.00602437,0.910079155,0.93369425,0.000113297,,,,,
0.922,0.921887908,0.00602437,0.910080361,0.933695456,0.000112092,,,,,
0.922,0.921890352,0.00602437,0.910082804,0.933697899,0.000109648,,,,,
0.922,0.921891781,0.00602437,0.910084234,0.933699329,0.000108219,,,,,
0.922,0.921891418,0.00602437,0.910083871,0.933698966,0.000108582,,,,,
0.922,0.92188974,0.00602437,0.910082193,0.933697288,0.00011026,,,,,
0.922,0.921887734,0.00602437,0.910080186,0.933695281,0.000112266,,,,,
0.922,0.921886399,0.00602437,0.910078852,0.933693947,0.000113601,,,,,
0.922,0.921886087,0.00602437,0.910078539,0.933693634,0.000113913,,,,,
0.922,0.921886453,0.00602437,0.910078906,0.933694,0.000113547,,,,,
0.922,0.921886681,0.00602437,0.910079133,0.933694228,0.000113319,,,,,
0.922,0.921886141,0.00602437,0.910078594,0.933693689,0.000113859,,,,,
0.922,0.921884871,0.00602437,0.910077324,0.933692419,0.000115129,,,,,
0.922,0.921883463,0.00602437,0.910075916,0.933691011,0.000116537,,,,,
0.922,0.921882528,0.00602437,0.91007498,0.933690075,0.000117472,,,,,
0.922,0.921882224,0.00602437,0.910074676,0.933689771,0.000117777,,,,,
0.922,0.921882257,0.00602437,0.910074709,0.933689804,0.000117744,,,,,
0.922,0.921882199,0.00602437,0.910074652,0.933689747,0.000117801,,,,,
0.922,0.92188179,0.00602437,0.910074243,0.933689338,0.00011821,,,,,
0.922,0.921881041,0.00602437,0.910073494,0.933688589,0.000118959,,,,,
0.922,0.921880153,0.00602437,0.910072606,0.9336877,0.000119847,,,,,
0.922,0.921879362,0.00602437,0.910071814,0.933686909,0.000120638,,,,,
0.922,0.921878795,0.00602437,0.910071248,0.933686343,0.000121205,,,,,
0.922,0.921878418,0.00602437,0.91007087,0.933685965,0.000121582,,,,,
0.922,0.921878084,0.00602437,0.910070536,0.933685631,0.000121916,,,,,
0.922,0.921877653,0.00602437,0.910070106,0.933685201,0.000122347,,,,,
0.922,0.921877084,0.00602437,0.910069537,0.933684632,0.000122916,,,,,
0.912,0.921876439,0.00602437,0.910068892,0.933683987,-0.009876439,,,,,
0.912,0.905030305,0.00602437,0.893222757,0.916837852,0.006969695,,,,,
0.912,0.909735809,0.00602437,0.897928261,0.921543356,0.002264191,,,,,
0.912,0.912624184,0.00602437,0.900816637,0.924431731,-0.000624184,,,,,
0.912,0.912340955,0.00602437,0.900533408,0.924148503,-0.000340955,,,,,
0.912,0.911759817,0.00602437,0.89995227,0.923567364,0.000240183,,,,,
0.912,0.911750963,0.00602437,0.899943416,0.923558511,0.000249037,,,,,
0.912,0.9118802,0.00602437,0.900072652,0.923687747,0.0001198,,,,,
0.912,0.911656617,0.00602437,0.89984907,0.923464165,0.000343383,,,,,
0.912,0.911772241,0.00602437,0.899964694,0.923579789,0.000227759,,,,,
0.912,0.911746215,0.00602437,0.899938668,0.923553763,0.000253785,,,,,
0.912,0.911549763,0.00602437,0.899742215,0.92335731,0.000450237,,,,,
0.912,0.912003173,0.00602437,0.900195626,0.92381072,-3.17E-06,,,,,
0.912,0.912012877,0.00602437,0.900205329,0.923820424,-0.000012877,,,,,
0.912,0.912206929,0.00602437,0.900399382,0.924014477,-0.000206929,,,,,
0.912,0.91165818,0.00602437,0.899850632,0.923465727,0.00034182,,,,,
0.912,0.911524084,0.00602437,0.899716536,0.923331631,0.000475917,,,,,
0.912,0.911765976,0.00602437,0.899958429,0.923573524,0.000234024,,,,,
0.912,0.911953271,0.00602437,0.900145724,0.923760819,0.000046729,,,,,
0.912,0.912004978,0.00602437,0.900197431,0.923812526,-4.98E-06,,,,,
0.912,0.91198132,0.00602437,0.900173773,0.923788868,1.86799E-05,,,,,
0.912,0.91194509,0.00602437,0.900137542,0.923752637,5.49102E-05,,,,,
0.912,0.911886281,0.00602437,0.900078733,0.923693828,0.000113719,,,,,
0.912,0.911837224,0.00602437,0.900029676,0.923644771,0.000162776,,,,,
0.912,0.911822005,0.00602437,0.900014457,0.923629552,0.000177995,,,,,
0.912,0.911821587,0.00602437,0.90001404,0.923629135,0.000178413,,,,,
0.912,0.911870455,0.00602437,0.900062907,0.923678002,0.000129546,,,,,
0.912,0.911901267,0.00602437,0.900093719,0.923708814,9.87335E-05,,,,,
0.912,0.911901936,0.00602437,0.900094388,0.923709483,9.80645E-05,,,,,
0.912,0.911863875,0.00602437,0.900056328,0.923671423,0.000136125,,,,,
0.912,0.911833894,0.00602437,0.900026346,0.923641441,0.000166106,,,,,
0.912,0.911837731,0.00602437,0.900030184,0.923645279,0.000162269,,,,,
0.912,0.911856526,0.00602437,0.900048978,0.923664073,0.000143475,,,,,
0.902,0.911869643,0.00602437,0.900062095,0.92367719,-0.009869642,,,,,
0.902,0.895024797,0.00602437,0.88321725,0.906832345,0.006975203,,,,,
0.902,0.899723494,0.00602437,0.887915947,0.911531042,0.002276506,,,,,
0.902,0.902602372,0.00602437,0.890794825,0.91440992,-0.000602372,,,,,
0.902,0.902311677,0.00602437,0.89050413,0.914119225,-0.000311677,,,,,
0.902,0.901729848,0.00602437,0.8899223,0.913537395,0.000270152,,,,,
0.902,0.901726362,0.00602437,0.889918814,0.913533909,0.000273638,,,,,
0.902,0.901864927,0.00602437,0.89005738,0.913672475,0.000135073,,,,,
0.902,0.901648154,0.00602437,0.889840607,0.913455702,0.000351846,,,,,
0.902,0.901764067,0.00602437,0.88995652,0.913571615,0.000235933,,,,,
0.902,0.90173273,0.00602437,0.889925182,0.913540277,0.00026727,,,,,
0.902,0.901530445,0.00602437,0.889722898,0.913337993,0.000469555,,,,,
0.902,0.901981837,0.00602437,0.89017429,0.913789385,1.81629E-05,,,,,
0.902,0.901993396,0.00602437,0.890185849,0.913800944,6.60E-06,,,,,
0.902,0.902190642,0.00602437,0.890383095,0.91399819,-0.000190642,,,,,
0.902,0.901644044,0.00602437,0.889836497,0.913451592,0.000355956,,,,,
0.902,0.901510202,0.00602437,0.889702654,0.913317749,0.000489798,,,,,
0.892,0.901750943,0.00602437,0.889943396,0.913558491,-0.009750943,,,,,
0.892,0.885091228,0.00602437,0.87328368,0.896898775,0.006908772,,,,,
0.892,0.889848204,0.00602437,0.878040657,0.901655752,0.002151796,,,,,
0.892,0.892713711,0.00602437,0.880906163,0.904521258,-0.000713711,,,,,
0.892,0.892395747,0.00602437,0.8805882,0.904203295,-0.000395747,,,,,
0.892,0.891757185,0.00602437,0.879949638,0.903564732,0.000242815,,,,,
0.892,0.891699899,0.00602437,0.879892352,0.903507447,0.000300101,,,,,
0.892,0.891813792,0.00602437,0.880006244,0.903621339,0.000186209,,,,,
0.892,0.891589501,0.00602437,0.879781954,0.903397049,0.000410499,,,,,
0.892,0.891754155,0.00602437,0.879946608,0.903561703,0.000245845,,,,,
0.892,0.891759731,0.00602437,0.879952184,0.903567279,0.000240269,,,,,
0.892,0.891565086,0.00602437,0.879757538,0.903372633,0.000434914,,,,,
0.892,0.891981498,0.00602437,0.880173951,0.903789046,1.85018E-05,,,,,
0.892,0.891961939,0.00602437,0.880154392,0.903769486,0.000038061,,,,,
0.892,0.892160204,0.00602437,0.880352656,0.903967751,-0.000160204,,,,,
0.892,0.891630473,0.00602437,0.879822926,0.90343802,0.000369527,,,,,
0.892,0.891509803,0.00602437,0.879702256,0.903317351,0.000490197,,,,,
0.892,0.891752892,0.00602437,0.879945345,0.90356044,0.000247108,,,,,
0.892,0.891933557,0.00602437,0.880126009,0.903741104,6.64432E-05,,,,,
0.892,0.891976057,0.00602437,0.88016851,0.903783605,2.39427E-05,,,,,
0.892,0.891945139,0.00602437,0.880137591,0.903752686,5.48615E-05,,,,,
0.892,0.891908241,0.00602437,0.880100694,0.903715789,9.17588E-05,,,,,
0.892,0.891854691,0.00602437,0.880047143,0.903662238,0.000145309,,,,,
0.892,0.891814846,0.00602437,0.880007298,0.903622393,0.000185154,,,,,
0.892,0.89180641,0.00602437,0.879998862,0.903613957,0.00019359,,,,,
0.892,0.891806358,0.00602437,0.879998811,0.903613906,0.000193642,,,,,
0.892,0.891850037,0.00602437,0.88004249,0.903657585,0.000149963,,,,,
0.892,0.891875112,0.00602437,0.880067564,0.903682659,0.000124888,,,,,
0.892,0.891873787,0.00602437,0.88006624,0.903681335,0.000126213,,,,,
0.892,0.89183755,0.00602437,0.880030003,0.903645098,0.00016245,,,,,
0.892,0.891810721,0.00602437,0.880003173,0.903618268,0.000189279,,,,,
0.892,0.891816703,0.00602437,0.880009156,0.903624251,0.000183297,,,,,
0.892,0.891835794,0.00602437,0.880028247,0.903643342,0.000164206,,,,,
0.892,0.891847831,0.00602437,0.880040284,0.903655379,0.000152169,,,,,
0.892,0.891847068,0.00602437,0.880039521,0.903654616,0.000152932,,,,,
0.892,0.891838982,0.00602437,0.880031435,0.90364653,0.000161018,,,,,
0.892,0.891829336,0.00602437,0.880021788,0.903636883,0.000170665,,,,,
0.892,0.891822437,0.00602437,0.88001489,0.903629985,0.000177563,,,,,
0.892,0.891822134,0.00602437,0.880014586,0.903629681,0.000177867,,,,,
0.892,0.891827042,0.00602437,0.880019494,0.903634589,0.000172958,,,,,
0.892,0.891835122,0.00602437,0.880027574,0.903642669,0.000164878,,,,,
0.892,0.891840542,0.00602437,0.880032994,0.903648089,0.000159458,,,,,
0.892,0.89183996,0.00602437,0.880032412,0.903647507,0.00016004,,,,,
0.892,0.891834466,0.00602437,0.880026919,0.903642014,0.000165534,,,,,
0.892,0.89182882,0.00602437,0.880021273,0.903636368,0.00017118,,,,,
0.892,0.891826887,0.00602437,0.880019339,0.903634434,0.000173114,,,,,
0.892,0.891828439,0.00602437,0.880020891,0.903635986,0.000171561,,,,,
0.892,0.891830956,0.00602437,0.880023408,0.903638503,0.000169044,,,,,
0.892,0.891832281,0.00602437,0.880024733,0.903639828,0.000167719,,,,,
0.892,0.891831819,0.00602437,0.880024272,0.903639367,0.000168181,,,,,
0.892,0.8918302,0.00602437,0.880022653,0.903637748,0.0001698,,,,,
0.892,0.891828441,0.00602437,0.880020893,0.903635988,0.000171559,,,,,
0.892,0.891827447,0.00602437,0.8800199,0.903634995,0.000172553,,,,,
0.892,0.891827438,0.00602437,0.880019891,0.903634986,0.000172562,,,,,
0.892,0.891827995,0.00602437,0.880020448,0.903635543,0.000172005,,,,,
0.892,0.89182832,0.00602437,0.880020773,0.903635868,0.00017168,,,,,
0.892,0.89182786,0.00602437,0.880020313,0.903635408,0.00017214,,,,,
0.892,0.891826713,0.00602437,0.880019165,0.90363426,0.000173287,,,,,
0.892,0.891825485,0.00602437,0.880017938,0.903633033,0.000174515,,,,,
0.892,0.891824758,0.00602437,0.880017211,0.903632306,0.000175242,,,,,
0.892,0.89182465,0.00602437,0.880017103,0.903632198,0.00017535,,,,,
0.892,0.891824845,0.00602437,0.880017297,0.903632392,0.000175155,,,,,
0.892,0.89182492,0.00602437,0.880017372,0.903632467,0.00017508,,,,,
0.892,0.89182464,0.00602437,0.880017092,0.903632187,0.00017536,,,,,
0.892,0.89182404,0.00602437,0.880016493,0.903631588,0.00017596,,,,,
0.892,0.89182333,0.00602437,0.880015783,0.903630878,0.00017667,,,,,
0.892,0.891822733,0.00602437,0.880015186,0.903630281,0.000177267,,,,,
0.892,0.891822356,0.00602437,0.880014808,0.903629903,0.000177644,,,,,
0.892,0.891822148,0.00602437,0.880014601,0.903629696,0.000177852,,,,,
0.892,0.891821967,0.00602437,0.880014419,0.903629514,0.000178033,,,,,
0.892,0.891821683,0.00602437,0.880014136,0.903629231,0.000178317,,,,,
0.892,0.891821269,0.00602437,0.880013721,0.903628816,0.000178731,,,,,
0.892,0.891820793,0.00602437,0.880013245,0.90362834,0.000179207,,,,,
0.892,0.891820351,0.00602437,0.880012804,0.903627898,0.000179649,,,,,
0.892,0.891819992,0.00602437,0.880012445,0.903627539,0.000180008,,,,,
0.882,0.891819695,0.00602437,0.880012147,0.903627242,-0.009819695,,,,,
0.882,0.874973887,0.00602437,0.86316634,0.886781435,0.007026113,,,,,
0.882,0.879679593,0.00602437,0.867872046,0.891487141,0.002320407,,,,,
0.882,0.882568051,0.00602437,0.870760504,0.894375599,-0.000568051,,,,,
0.882,0.882284873,0.00602437,0.870477326,0.894092421,-0.000284873,,,,,
0.882,0.881703842,0.00602437,0.869896295,0.893511389,0.000296158,,,,,
0.882,0.881695188,0.00602437,0.869887641,0.893502736,0.000304812,,,,,
0.882,0.881824686,0.00602437,0.870017138,0.893632233,0.000175314,,,,,
0.882,0.881601362,0.00602437,0.869793815,0.89340891,0.000398638,,,,,
0.882,0.881717192,0.00602437,0.869909645,0.89352474,0.000282808,,,,,
0.882,0.881691312,0.00602437,0.869883764,0.893498859,0.000308689,,,,,
